Process	PID	Thread	TID	State	Wall duration (ms)	Avg Wall duration (ms)	Occurrences
kthreadd	2	wdtk-3	224	Sleeping	26079.35999	2897.706665	9
org.mozilla.firefox:tab0	12875	JS Helper	12922	Sleeping	25942.23244	864.741081	30
org.mozilla.firefox:tab0	12875	Binder:12875_7	13127	Sleeping	25661.76557	30.513395	841
org.mozilla.firefox	9901	RenderThread	9971	Sleeping	25439.38639	116.161581	219
kthreadd	2	kworker/3:2H	18820	Sleeping	25077.09382	1791.220987	14
kthreadd	2	kworker/3:0	2923	Sleeping	24835.89664	3547.985234	7
kthreadd	2	ion_history	70	Uninterruptible Sleep	24831.96756	517.332657	48
org.mozilla.firefox	9901	DefaultDispatch	9950	Sleeping	24671.79209	601.751026	41
org.mozilla.firefox	9901	DefaultDispatch	9927	Sleeping	24631.73062	615.793265	40
kthreadd	2	migration/2	19	Sleeping	24628.72277	3518.388967	7
kthreadd	2	migration/1	14	Sleeping	24628.71762	3518.38823	7
kthreadd	2	migration/0	10	Sleeping	24628.66177	3518.380252	7
org.mozilla.firefox	9901	ConnectivityThr	9944	Sleeping	23615.5759	5903.893975	4
org.mozilla.firefox:tab0	12875	MediaSupervisor	13128	Sleeping	23612.00222	5.767465	4094
kthreadd	2	kworker/u8:3	8121	Sleeping	23054.90646	46.109812	500
org.mozilla.firefox	9901	Thread-25	13116	Sleeping	22308.62962	42.091753	530
org.mozilla.firefox:tab0	12875	JS Helper	12921	Sleeping	21972.99189	813.814514	27
kthreadd	2	migration/3	24	Sleeping	21881.82296	3125.974708	7
kthreadd	2	kswapd0	85	Running	21859.81021	2.7815	7859
org.mozilla.firefox:media	13077	Binder:13077_4	13108	Sleeping	21742.21834	8.085614	2689
kthreadd	2	cpuhp/3	23	Sleeping	21724.54748	1671.119037	13
org.mozilla.firefox	9901	StreamTrans #12	13133	Sleeping	21311.80512	112.167395	190
org.mozilla.firefox:tab0	12875	Binder:12875_8	13132	Sleeping	21268.31988	27.657112	769
org.mozilla.firefox:tab0	12875	Jit thread pool	12881	Sleeping	21164.60573	1244.976807	17
media.codec	672	MtkOmxVdecDecod	13103	Sleeping	20609.91464	7.768531	2653
kthreadd	2	mtk_stp_psm	388	Sleeping	20533.94244	977.806782	21
kthreadd	2	btif_rxd	164	Sleeping	20533.48759	977.785123	21
